Date,Time,Location,Operator,Flight,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Latitude,Longitude
04/06/1921,,"Point Cook, Australia",Military - Royal Australian Air Force,,,,H3021,,20.0,10,0.0,,-37.9064862,144.7533059
04/21/1921,,"Mitchel Field, NY",US Aerial Mail Service,,,De Havilland DH-4,160,,10.0,10,0.0,,40.734982,-73.5944933
04/29/1921,,"Cleveland, Ohio",US Aerial Mail Service,,,De Havilland DH-4,196,,10.0,10,0.0,,41.4996574,-81.6936772
05/17/1921,,"Rock Springs, Wyoming",US Aerial Mail Service,,,,176,,10.0,10,0.0,,41.5860557,-109.2194544
07/16/1921,,"San Francisco, California",US Aerial Mail Service,,,De Havilland DH-4,222,,10.0,10,0.0,,37.7790262,-122.419906
10/01/1925,,"Nittany Mt, Ohio",US Aerial Mail Service,,,De Havilland DH-4,385,,10.0,10,0.0,,40.6799498,-80.8880137
09/07/1922,,"Indianapolis, Indiana",US Aerial Mail Service,,,De Havilland DH-4,227,,10.0,10,0.0,,39.7683331,-86.1583502
12/03/1922,,"Fez, Morocco",Grands Express Aeriens,,,Breguet 14,,,10.0,10,0.0,,34.0346534,-5.0161926
01/17/1923,,"Barcelona, Spain",Grands Express Aeriens,,,Breguet 14,F-ALJU,,10.0,10,0.0,,41.3828939,2.1774322
01/18/1923,,"Cheyenne, Wyoming",US Aerial Mail Service,,,De Havilland DH-4,223,,10.0,10,0.0,,41.139981,-104.820246
02/26/1923,,"Meadville, Pennsylvania",US Aerial Mail Service,,,De Havilland DH-4,291,,10.0,10,0.0,,41.641445,-80.151449
09/07/1923,,"Colton, Ohio",US Aerial Mail Service,,,De Havilland DH-4,283,,10.0,10,0.0,,41.4647742,-83.9524442
12/06/1923,,"Castalia, Ohio",US Aerial Mail Service,,,De Havilland DH-4,318,,10.0,10,0.0,,41.4000523,-82.8085204
12/24/1923,,"Egbert, WY",US Aerial Mail Service,,,De Havilland DH-4,315,,10.0,10,0.0,,41.1710716,-104.2552567
03/07/1924,,"Grampian, Pennsylvania",US Aerial Mail Service,,,De Havilland DH-4,327,,10.0,10,0.0,,40.9658932,-78.6130822
08/01/1924,,United States,US Aerial Mail Service,,,De Havilland DH-4,297,,10.0,10,0.0,,39.7837304,-100.445882
11/06/1924,,"Cabrerolles, France",Grands Express Aeriens,,,,F-AFBD,,10.0,10,0.0,,43.5445,3.12514
12/21/1924,,"Goshen, Indiana",US Aerial Mail Service,,,De Havilland DH-4,311,,10.0,10,0.0,,41.5824086,-85.834366
07/20/1925,,"Rosas, Spain",Lignes Aeriennes Latecoere,,,Breguet 14,F-AFBI,,10.0,10,0.0,,42.2632018,3.1755328
07/24/1925,,"Budapest, Hungary",CIDNA,,,Potez IX,,,10.0,10,0.0,,47.4978918,19.0401609
02/12/1926,,"Montpelier, Ohio",US Aerial Mail Service,,,Curtiss Carrier Pigeon,,,10.0,10,0.0,,41.5844951,-84.6055076
03/08/1926,,"Staaken, Germany",Deutche Lufthansa,,,Junkers F-13,,,10.0,10,0.0,,52.5322705,13.1433666
05/31/1926,,English Channel,Air Union,,,Breguet 14,F-ADAI,,10.0,10,0.0,,50.4924668,1.054682
12/16/1926,,"Medford, Oregon",PacifiAir Transport,,,Ryan M-1,2,,10.0,10,0.0,,42.3264181,-122.8718605
03/20/1927,,"Rabat, Morocco",Grands Express Aeriens,,,Breguet 14,F-ALRA,,10.0,10,0.0,,34.02236,-6.8340222
04/15/1927,,"King Hill, Idaho",Varney Air Lines,,,,,,10.0,10,0.0,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.,44.5204431,-116.3345874
04/22/1927,,"Goshen, Indiana",US Aerial Mail Service,,,Douglas M-4,626,,10.0,10,0.0,,41.5824086,-85.834366
05/02/1927,,"Algiers, Algeria",Air Union,,,SPCA Meteore 63,,,30.0,10,0.0,,36.7753606,3.0601882
08/22/1927,08:30,"Sevenoaks, England",KLM Royal Dutch Airlines,,Croydon - Schiphol,Fokker F-VIII,,4993,110.0,10,0.0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer.",51.27452185,0.1961165562194977
09/03/1927,,"Willington, Connecticut",Colonial Air Transport,,,Fokker Universal,,,10.0,10,0.0,,41.874428,-72.2598935
11/16/1927,,"Strasburg, France",CIDNA,,,Farman F-121 Jabiru,,,10.0,10,0.0,,48.584614,7.7507127
11/29/1927,,"Corunna, Indiana",National Air Transport,,,Douglas M-4,,,10.0,10,0.0,,41.4372721,-85.1471934
01/22/1928,,France,Aeropostale,,,Breguet 14,,,20.0,10,0.0,,46.603354,1.8883335
01/27/1928,,"Almeria, Spain",Aeropostale,,,Breguet 14,F-AEEH,,10.0,10,0.0,,36.8414197,-2.4628135
02/26/1928,,"Marquette, Nebraska",Boeing Air Transport,,,Boeing 40,NC280,,20.0,10,0.0,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.,41.0070132,-98.0114268
04/17/1928,,"Federal, Wyoming",Boeing Air Transport,,,Boeing 40,,,20.0,10,0.0,,38.889820150000006,-77.04024448558823
06/22/1928,,"Lebo, Kansas",National Air Transport,,Chicago - Dallas,Douglas M-4,,,10.0,10,0.0,The mail plane flew into tornado like winds and crashed to the ground.,38.4166818,-95.8530441
09/04/1928,,"Adelaide Hills, Australia",Qantas,,,de Havilland DH.50J,G-AUHI,,20.0,10,0.0,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft crashed and caught fire.",-34.90135105,138.82932020091445
10/18/1928,,"Polk, Pennsylvania",National Air Transport,,,Douglas M-4,,,10.0,10,0.0,The mail plane crashed and burned during the night.,41.3670014,-79.9292233
10/31/1928,,"Valence, France",Air Union,,,Bleriot Spad 56,F-AIMN,,20.0,10,0.0,,44.9332277,4.8920811
11/25/1928,,"Bristolville, Ohio",National Air Transport,,,Douglas M-4,,,10.0,10,0.0,The mail plane crashed in a snow storm.,41.3874649,-80.8692679
12/20/1928,,"Huron, Ohio",National Air Transport,,Cleveland - Chicago,Douglas M-4,,,10.0,10,0.0,The mail plane crashed into an apple tree during a snow storm.,41.1305303,-82.591828
01/05/1929,,"Stafford Springs, Connecticut",Colonial Air Transport,,,Fairchild FC-2,,,10.0,10,0.0,,41.9538665,-72.3040976
01/18/1929,,"Cove, Oregon",Varney Air Lines,,,Stearman C-38,,,10.0,10,0.0,While attempting to make an emergency landing on the Minam river the plane hit a bolder,45.2965257,-117.8079872
01/31/1929,,"Morgantown, West Virginia",Skyline Transportation Company,,,Travel Air 4000,,,10.0,10,0.0,,39.6296809,-79.9559437
06/14/1929,,"Barcelona, Spain",Aeropostale,,,Breguet 14,F-AFEJ,,20.0,10,0.0,,41.3828939,2.1774322
06/24/1929,,"St. Paul, Minnesota",Northwest Orient Airlines,,St. Paul - Minneapolis,Ford 5-AT-B Tri-Motor,NC7416,5-AT-002,80.0,10,0.0,Crashed near Indian Mounds park shortly after taking off. Triple engine failure.,44.9497487,-93.0931028
06/29/1929,,"Columbus, Ohio",Continental Air Lines,,,Travel Air 4000,,,10.0,10,0.0,,39.9622601,-83.0007065
08/13/1929,,"Perpignan, France",Aeropostale,,,Breguet 14,,,10.0,10,0.0,,42.6985304,2.8953121
08/24/1929,,"Sochi, Russia",Ukvozduchput,,,Kalinin K-4,CCCP-217,,10.0,10,0.0,,43.5854823,39.723109
09/02/1929,,"Needles, California",Associated Aviators,,,Lockheed Vega,NR859E,,20.0,10,0.0,The plane crashed after going into a tail spin. The mechaniwas able to parachute to safety.,34.8383236,-114.603872
09/17/1929,,"Jacumba, California",Pickwick Airways,,Tijuana - Nogales,Fairchild 71,,,20.0,10,0.0,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.,32.61858505,-116.18746639559517
10/29/1929,,"Mount Vernon, Ohio",Continental Air Lines,,Cleveland - Louisville,Stearman C-38,,,10.0,10,0.0,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon.,40.3933956,-82.4857181
11/30/1929,,"Vancouver, Washington",Varney Air Lines,,,Stearman M-2 Speedmail,,,10.0,10,0.0,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.,45.6306954,-122.6744557
12/02/1929,,"Chagrin Falls, Ohio",National Air Transport,,,Douglas M-3,,,10.0,10,0.0,The mail plane crashed en route during a storm.,41.436589,-81.3855058
02/03/1930,,"Hartford, Connecticut",Colonial Air Transport,,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,,,10.0,10,0.0,While attempting to land the plane struck a building and fell into the Connecticut river.,41.764582,-72.6908547
06/05/1930,,"Boston, Massachusetts",Colonial Air Transport,,,Ford Tri-Motor 5,NC9675,5-AT-033,150.0,10,0.0,Crashed into Boston Harbor after loosing the right  engine on takeoff.,42.3554334,-71.060511
10/30/1930,,"Brookston, Indiana",Embry Riddle Company,,,Pitcairn PA-6 Mailwing,,,10.0,10,0.0,After developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.,40.6028144,-86.8672339
01/22/1931,,"Bluff Mountain, Washington",Varney Air Lines,,Portland - Pasco,Boeing 40,NC741K,,10.0,10,0.0,The mail plane flew into Bluff Mountain in dense fog.,46.4553899,-121.898979
02/08/1931,,"Wairoa, New Zealand",Dominion Air Lines,,,Desoutter II,ZK-ACA,,10.0,10,0.0,,-37.7398071,176.0826134
02/24/1931,,Off Spain,Aeropostale,,,Latecoere 32,F-AITX,,30.0,10,0.0,,41.1505034,1.1133797
05/24/1931,22:30,"Bellefonte, Pennsylvania",National Air Transport,,,Boeing 95,NC397E,,10.0,10,0.0,Crashed into a mountain and burned in poor visibility.,40.9134862,-77.7737471
07/21/1931,,"Centralia, Illinois",American Airways,,,Pitcairn PA-6 Mailwing,,,10.0,10,0.0,,38.5250491,-89.1334037
09/14/1931,20:00,"Chicago, Illinois",Chicago-Detroit Airways,,,Lockheed Vega,NC606,,10.0,10,0.0,Crashed in a severe rainstorm while attempting to land.,41.8755616,-87.6244212
11/23/1931,,"Salt Lake City, Utah",Boeing Air Transport,,,Boeing 40,NC7465,,10.0,10,0.0,The mail plane crashed 8 miles west of Salt Lake airport. It is believed the plane overturned while attempting to land in the dark.,40.7596198,-111.886797
11/26/1931,22:30,"Pasco, Washington",Varney Air Lines,,"Portland,  WA - Pasco, WA",Boeing 40,NC10338,,10.0,10,0.0,Crashed in fog while attempting to land.,46.2306739,-119.0921
01/21/1932,,"Colvin Park, Ilinois",Northwest Airways,,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,,,10.0,10,0.0,Crashed in heavy fog a few minutes after taking off from Rockford. A witness said the plane caught fire after an explosion in mid air and crashed.,42.1380804,-88.7834283
02/02/1932,,"Marcellus, Michigan",Transamerican Airlines,,Chicago - Kalamazoo,Stearman C-3MB,,,10.0,10,0.0,Mail plane crashed.,42.0258779,-85.8155576
02/02/1932,,"Rio Vista, California",Boeing Air Transport,,,Boeing 40,NC7470,,20.0,10,0.0,Struck an irrigation ditch and caught fire  during landing.,38.1557502,-121.6913439
03/21/1932,,"Steubenville, Ohio",Trans Continental and Western Air,,Columbus - McKeesport,Northrop Alpha,,,10.0,10,0.0,The mail plane pilot drowned when his parachute tangled in the fuselage and he was dragged into the Ohio River after his plane crashed.,40.3600714,-80.6151034
03/31/1932,,"Bedford, Ohio",National Air Transport,,,Boeing 95,NC191E,,10.0,10,0.0,,41.39311,-81.536509
04/21/1932,,"Fort Wayne, Indiana",Transamerica Airlines,,,Stearman C-3MB,,,10.0,10,0.0,,41.0799898,-85.1386015
08/12/1932,,"Beyrouth, Lebanon",Air Orient,,,CAMS 53,F-AIQY,,70.0,10,0.0,,33.8959203,35.47843
09/17/1932,,"Selsdon Park, England",Air Union,,,Liore-et-Olivier 213,F-AIFE,,20.0,10,0.0,,51.33525775,-0.06408949156984275
10/12/1932,,"Port Etienne, Mauritania",Aeropostale,,,Latecoere 28,,,10.0,10,0.0,,20.9127045,-17.0503094
12/14/1932,,"Rocky Ridge, Colorado",Boeing Air Transport,,,Boeing 40,NC842M,,10.0,10,0.0,,37.0973771,-108.0930233
01/10/1933,,Algiers,Aeropostale,,,CAMS 53,F-AISV,,10.0,10,0.0,,36.7753606,3.0601882
01/20/1933,,"Marietta, Georgia",American Airways,,,Stearman 4,N490W,,10.0,10,0.0,,33.9528472,-84.5496148
01/20/1933,02:07,"Bourne, Texas",American Airways,,Big Springs - San Antonio,Stearman 4,NC11721,,10.0,10,0.0,The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility.,33.0203441,-97.1473647
01/24/1933,,"Eugene, Oregon",PacifiAir Transport,,,Ford 5-AT-D,NC431H,5-AT-098,30.0,10,0.0,The mail plane crashed while taking off.,44.0505054,-123.0950506
04/03/1933,,"Hemkenrode, Germany",Deutsche Lufthansa,,,Junkers F-13,D-534,,20.0,10,0.0,,52.226706899999996,10.710483448136292
06/02/1933,,"Bowling Green, Virginia",Eastern Air Transport,,,Pitcairns PA-6,,,10.0,10,0.0,The mail plane crashed into a ravine.,38.0498524,-77.3469994
11/10/1933,,"Moriarty, New Mexico",Trans Continental and Western Air,,,Northrop Delta,NC12292,,10.0,10,0.0,,34.9972037,-106.0494876
02/26/1934,,"Rio de Oro, Morocco",Air France,,,Latécoère 28,F-AJPA,925,60.0,10,0.0,,22.0724145,-14.445243230160031
06/23/1934,06:00,"Burbank, California",Aerevias Centrales Air Service,,Mexico - Burbank,Lockheed Orion,XA-BEJ,,10.0,10,0.0,Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.,34.1812089,-118.307201
12/08/1934,05:30,"Columbia, Missouri",Braniff Airlines,,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,NC106W,,10.0,10,0.0,The mail plane crashed to the ground from a low altitude. Icing.,38.951883,-92.3337366
