Date;Time;Location;Operator;Flight;Route;Type;Registration;cn/In;Aboard;Fatalities;Ground;Summary;Latitude;Longitude
08/04/1987;;Calama, Chile;LAN;;Santiago - Calama;Boeing B-737-2A1;CC-CHJ;22602;3300;20;0;The landing gear failed after the aircraft touched down 520 meters short of the runway, broke in two and caught fire.;-224623917;-689272181
10/11/1987;;El Poleo, Colombia;Aeroejecutivos Colombia;;;de Havilland Canada DHC-6 Twin Otter 310;HK-2920;419;900;20;0;The aircraft crashed while attempting to make an emergency landing.;84806394;-733667919
12/22/1987;20:57:00;Chadron, Nebraska;Air Taxi;;Alliance, AK - Chadron, NE;Cessna 402C;N105GP;402C0642;300;20;0;Became disoriented while en route and crashed into trees on a ridge. Improper IFR procedure. Proper alititude not maintained.;428309807;-1030003729
01/08/1988;05:19:00;Monroe, Louisiana;Phoenix Air;;Memphis, TN - Monroe, LA;Learjet 36A;N79SF;36-041;200;20;0;The cargo plane crashed during an ILS approach. The pilot-in-command executed a excessive descent rate and did not level off. Lack of experience in type of aircraft.;325102427;-921032411
05/26/1988;22:25:00;Hannover, Germany;Starair;;Billund - Hannover - Nurnberg;Fokker F-27 Friendship 600;OY-APE;10443;200;20;0;While landing the cargo plane pitched up for a go-around causing cargo to shift and the plane to lose control and crash.;523744779;97385532
09/15/1988;10:15:00;Cheney, Ontario, Canada;Bradley Air Services;;Montreal - Ottawa;BAe-748;C-GFFA;1789;200;20;0;Struck the ground short of the runway while attempting to land.;454111537;-752424251
03/15/1989;07:25:00;West Lafayette, Indiana;Mid PacifiAir;;Terre Haute - Lafayette;NAMC YS-11A-300F;N128MP;2139;200;20;0;While landing the cargo plane pitched down and crashed short of the runway. A loss of control due to the improper in-flight decisions by the crew and the undetected accumulation of ice on the leading edge of the horizontal stabilizer, during flight in a forward centre of gravity condition and exacerbated by the extension of full landing flaps.;404258686;-869080655
01/12/1989;04:45:00;Dayton, Ohio;Bradley Air Services;;Dayton, OH - Montreal, Canada;Hawker Siddeley  Avro 748-215;C-GDOV;1582;200;20;0;After gaining altitude the cargo plane descended until it impacted trees. Improper IFR procedure by the first officer during takeoff, his lack of instrument scan, his failure to maintain a positive rate of climb or to identify the resultant descent, and the captain's inadequate supervision of the flight. Contributing factors were: dark night, low ceiling, drizzle, the first officer's lack of total experience in the type of operation, and possible spatial disorientation of the first officer.;397589478;-841916069
06/29/1989;00:04:00;Cartersville, Georgia;Calair;;Carterville, GA  - Montgomery, AL;Dassault Falcon 20;N125CA;208;200;20;0;Unable to gain altitude the positioning flight struck powerlines and crashed. Failure of the pilot-in-command  to assure that the aircraft maintained a climb profile after takeoff. Factors related to the accident were: dark night, the crew's lack of visual perception at night, the PIC's lack of rest (fatigue) and the copilot's failure to attain remedial action.;341652304;-847997613
07/19/1989;07:17:00;Glen Burnie, Maryland;Air Taxi - Centre Airlines Inc.;;Baltimore, MD - Winchester, VA;Beech E18S;N138JR;;500;20;0;Shortly after departing from runway 15l at the Baltimore-Washington International Airport, the pilot transmitted that he had an emergency consisting of a fire under his side panel. He reported he was going to circle & land. According to witnesses, flames & smoke were in the cockpit area. The aircraft started a gradual descent during a left turn. Subsequently, it crashed into a house.;391626298;-766250756
08/13/1989;21:25:00;Janice, Mississippi;Private;;Hattiesburg, MS - Gulfport, MS;Cessna 177RG;N1976Q;177RG-0376;200;20;0;The aircraft was flying from Hattiesburg to Gulfport. The non-instrument rated pilot lost control of the aircraft after encountering instrument meteorological conditions resulting in the airplane spiraling into the ground in a wooded area.  U.S. Representative from Mississippi, Larkin Smith, 45, was killed.;310254635;-890367166
09/20/1989;;Fairbanks, Alaska;Boeing KC-135E;;;Military - U.S. Air Force;57-1481;17552/161;700;20;0;An explosion occurred in an overheated fuel pump while shuting down the engines.;64837845;-147716675
09/20/1989;23:21:00;La Guardia Airport, New York, New York;USAir;5050;New York City - Charlotte, NC;Boeing B-737-401;N416US;23884/1643;6300;20;0;During an aborted takeoff,  the aircraft overran the runway, hit a wooden approach lighting pier and came to rest partially submerged in shallow water in Bowery Bay. The failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder.;407757145;-7387336398511540
11/09/1989;;Monrovia, Liberia;Weasua Airtransport;;;Britten-Norman BN-2A Islander;9L-LAV;767;1000;20;0;Crashed on a beach following engine failure.;6328034;-10797788
01/18/1990;17:10:00;Ansonia, Ohio;Aeroflite Services;;Detroit, MI - Louisville, KY;Learjet 23;N331DP;23-067;200;20;0;Twenty minutes after taking off  the crew began to display signs of incapacitation. Twenty minutes later the plane went into a steep dive and crashed to the ground. The flight crew became incapacitated for undetermined reasons and lost control of the airplane.;40214492;-846369011
01/29/1990;21:00:00;Burlington, Vermont;Airborne Express;;Burlington, VT - Albany, NY;Cessna 208B Caravan I;N4688B;208B-0169;200;20;0;In light snow, the cargo plane was unable to gain altitude and crashed into trees. The failure of the pilot to de-ice the airplane prior to departure, and his decision to make the takeoff at a weight that exceeded both the maximum structural takeoff weight and the reduced takeoff weight allowed for icing conditions resulting in an inadvertent stall.;444761601;-73212906
02/12/1990;09:29:00;Bauru, Brazil;TAM (Brazil);;San Palo - Bauru - Aracatuba;Fokker 27 Friendship 200;PT-LCG;10206;4000;20;200;Crashed after an aborted landing following landing  too fast and 2/3rds down the runway. The pilot attempted a go-around, became airborne but stalled and crashed into houses and a car killing two people.;-223218102;-490705863
03/08/1990;11:15:00;Off Miami, Florida;Sinquanon Management - Air Taxi;;;Aerospatiale 350D;N5778W;1394;300;20;0;The pilot of the helicopter heard a loud noise followed by loss of engine power. He entered an autorotation, deployed emergency floats and successfully landed on the water. However, a wave turned the helicopter over.  All successfully got out of the aircraft but one passenger died from drowning 8 hours later and the other 15 hours later. Fatigue failure of an engine turbine blade, which resulted in a loss of power. Rough ocean water in the emergency landing area was a related factor.;258143476;-801929369
04/06/1990;15:03:00;Juiz De Fora, Brazil;Air Taxi - Transamerica;;Rio de Janeiro - Juiz De Flora;Learjet 25C;PT-CMY;25-108;400;20;0;The jet overan the wet runway fell off a cliff and caught fire. Plane overloaded, pilot did not make the proper calcualtions for landing.;-217609533;-433501129
02/17/1991;00:20:00;Cleveland, Ohio;Ryan International Airlines;590;Cleveland - Indianapolis;McDonnell Douglas DC-9-15RC;N565PC;47240/346;200;20;0;The cargo plane stalled during takeoff cart wheeled and crashed. The failure of the flight crew to detect and remove ice contamination on the airplane's wings, which was largely a result of a lack of appropriate response by the Federal Aviation Administration, Douglas Aircraft Company, and Ryan International Airlines to the known effect that a minute amount of contamination has on the stall characteristics of the DC-9 series 10 airplane. The ice contamination led to wing stall and loss of control during the attempted takeoff.;414996574;-816936772
01/03/1992;05:46:00;Gabriels, New York;Commutair;4821;Plattsburgh, NY - SaranaLake, NY;Beechcraft 1900C;N55000;UC-135;400;20;0;During the approach the aircraft struck trees and crashed near the top of a hill. Failure of the captain to establish a stabilized approach, his inadequate cross-check of instruments, his descent below the specified minimum altitude at the final approach fix and failure of the co-pilot to monitor the approach. The glide slope indications might have been unreliable due to precipitation and statiinterference.;444319972;-741809887
01/13/1992;15:50:00;Temple Bar, Arizona;Air Taxi - Air Vegas Inc.;;Grand Canyon, AZ - Las Vegas, NV;Cessna T210L;N22592;21059763;500;20;0;The pilot tried to make an emergency landing at a nearby airport after losing engine power but crashed 300 ft. short of the runway. Fatigue failure of the turbocharger's turbine shaft due to inadequate maintenance, and the pilot's improper in-flight planning/decision after experiencing a turbocharger failure.;360324544;-114323326
01/13/1993;;Sellafield, England;Titan Airways;;Southend - Glasgow;Embraer 110P1 Bandeirante;G-ZAPE;110391;200;20;0;The cargo plane struck a mountain while descending in fog and poor visibility.;544166451;-35104538
02/20/1993;;Bogota, Colombia;Cargo Three Panama;;;Convair CV-440;HP-1200CTH;413;200;20;0;The cargo plane attempted to return to the airport after an engine caught fire but crashed in a field.;46529539;-740835643
04/28/1993;23:50:00;Shelton, Nebraska;GP Express Airlines;;Training;Beechcraft C99;N115GP;U-228;200;20;0;The deliberate disregard for Federal Aviation Regulations, GP Express procedures, and prudent concern for safety by the two pilots in their decision to execute an aerobatimanoeuvre during a scheduled check ride flight, and the failure of GP Express management to establish and maintain a commitment to instill professionalism in their pilots consistent with the highest levels of safety necessary for an airline operating scheduled passenger service.;407806605;-987341271
05/11/1993;;Suva, Fiji;Fiji Air;;;Britten-Norman BN-2A-6 Islander;DQ-FEO;9;200;20;0;While landing, undershot the runway and struck a vehicle.;-181415884;1784421662
06/06/1993;;El Yopal, Colombia;Aerotaca;;Bogota - El Yopal;de Havilland Canada DHC-6 Twin Otter 300;HK-2759X;771;200;20;0;The cargo plane impacted a hill while on visual approach to El Yopal.;53356662;-723936931
09/14/1993;15:33:00;Warsaw, Poland;Lufthansa;2904;Frankfurt - Warszawa;Airbus A320-211;D-AIPN;105;7000;20;0;The aircraft skidded off  the end of the runway while landing. The crew was made aware of windshear at approach end of runway but not of poor water drainage on the runway nor a change in wind direction. A very light touch of the runway surface with the landing gear and lack of compression of the left landing gear leg to the extent understood by the aircraft computer as the actual landing, resulted in delayed deployment of spoilers and thrust reversers. The delay was about 9 seconds. Thus, the braking commenced with delay and in a condition of heavy rain and strong tailwind the aircraft did not stop on the runway. The aircraft was named Kulbach.;522319581;210067249
10/26/1993;13:04:00;Fuzhou, China;China Eastern Airlines;5398;Shenzen - Fuzhou;McDonnell Douglas MD-82;B-2103;49355;8000;20;0;While landing during a rainstorm, the aircraft went off the end of the runway, into a swamp, collapsing the landing gear and breaking the fuselage into three sections.;279511188;1163530413
03/18/1994;01:56:00;Spokane, Washington;Salair;;Spokane - Portland;Douglas DC-3C;N3433Y;43089;200;20;0;The cargo plane lost a right engine during takeoff. The plane tried to return to the airport but crashed. The failure of the pilot-in-command to maintain airspeed. Factors to the accident were: cylinder fatigue, dark night and stall encountered.;476571934;-11742351
03/18/1994;11:43:00;Key West, Florida;Chalk's International Airlines;;Key West Harbor - Key West;Grumman G-73T Turbo Mallard;N150FB;J-51;200;20;0;After discharging passengers the sea plane took off, the nose pitched up and crashed. Failure of the pilot-in-command to assure the bilges were adequately pumped free of water, which resulted in the aft center of gravity limit to be exceeded, and failure of the aircrew to follow the checklist. A factor related to the accident was the water leak.;245625566;-817724368
12/15/1994;06:15:00;Lobito, Angola;SL Aviation Services;;;Douglas DC-3;N96BF;13321;200;20;0;The cargo plane lifted off the runway, stalled and hit tail first back on the runway breaking apart.;-123506867;135464318
11/22/1994;22:03:00;Bridgeton, Missouri;Trans World Airlines / Private;;;McDonnell Douglas DC-9-82 / Cessna 441;N954U/N411KM;49426 / 0196;14200;20;0;During its takeoff roll, the DC-9 collided with the Cessna, which was waiting for clearance to take off.  The ground collision took place in the fog. The Cessna pilot mistakenly thought he had clearance to enter the runway. Two aboard the Cessna were killed, none were killed aboard the DC-9.;387566055;-9042352
01/14/1995;19:45:00;Los Angeles, CA;Air Taxi - Wolfe Air Aviation Ltd.;;Los Angeles, CA - Burbank, CA;Bell 206B;N2209P;3520;400;20;0;Took off and crashed into power lines in rain and fog. Continued VFR flight into IMC.;340536909;-118242766
01/17/1995;13:59:00;Kathmandu, Nepal;Royal Nepal Airlines;133;Kathmandu - Rumjatar;de Havilland Canada DHC-6 Twin Otter 300;9N-ABI;392;2400;20;0;The  captain decided to aborted the take-off. However, the aircraft was never brought to a stop and it continued  on overrunning the runway and crashing down a steep slope. Failure of the crew to follow the correct procedure to continue with the rejection of the take-off once that action had been initiated. Lack of crew coordination, insufficient emphasis on emergency training, inadequate enforcement of the requirements of the operations manual and a lack of supervision during loading preparation.;27708317;853205817
05/25/1995;15:00:00;Miraflores, Colombia;LACOL;;Villavicencio - Miraflores;Douglas DC-3C;HK-3213;25659;1100;20;0;;51514125;-7317051515322880
06/27/1995;09:50:00;La Romana, Dominican Republic;Salair;;Santo Domingo - Aguadilla, Puerto Rico;Convair CV-440;N356SA;432;200;20;0;After the cargo flight encountered problems en route, the crew tried to return to Santo Domingo but crashed.;184272786;-689734597
09/16/1995;06:28:00;Tamworth, Australia;Tamair;;Training;Swearingen SA.227AC Metro III;VH-NEJ;AC-629B;300;20;0;"Struck a tree and crashed while attempting to land. The control inputs of the co-pilot; and the period the landing gear remained extended after the simulated engine failure.";-310900743;1509290159
